nombre,telefono,direccion,latitud,longitud,municipio,categoria,subCategorias,activo,google_place_id_posible_match
Tada Boutique,(787) 649-1590,"18°28'41.2""N, #66°46'24.9""W, Hatillo, 00659, Puerto Rico",18.477925,-66.7736479,Hatillo,Boutiques,"Ropa, Tienda, Moda",true,ChIJeTuq4AzdAowRAgZaGg1sL-k
Aire Gypsy Boutique Cabo Rojo Puerto Rico,(787) 710-1996,"3RRR+6MR, 10 Cll Noel Estrada, Cabo Rojo, 00623, Puerto Rico",18.0907017,-67.15862489999999,Cabo Rojo,Boutiques,"Ropa, Tienda, Moda",true,ChIJt1S40lWzAowR3PzEvcuNL6w
Valija - Viejo San Juan,(787) 626-0281,"209, 1615 C. de San Francisco Suite 1, San Juan, 00901, Puerto Rico",18.4658447,-66.1155577,San Juan,Boutiques,"Ropa, Accesorios, Calzado, Tienda",true,ChIJoRIPMsduA4wRVIp4IvWJcUI
Sola Boutique Barceloneta,(787) 379-0094,"Premium Outlets, 1 Premium Outlets Blvd, Barceloneta, 00617, Puerto Rico",18.4385993,-66.5401272,Barceloneta,Boutiques,"Ropa, Tienda, Moda",true,ChIJo3p4TmgfA4wRLOUEA6yKlHk
Moda & Más boutique,(939) 222-5349,"Willlers plaza loca 4, Yauco, 00698, Puerto Rico",18.0233781,-66.8553608,Yauco,Boutiques,"Ropa, Tienda, Moda",true,ChIJ-1eFJhszHYwRwsvo2MwDBzU
Lush By Becky,(939) 717-2241,"Edificio Isabel II, 66 C. Reina Isabel, Ponce, 00730, Puerto Rico",18.0127187,-66.6125911,Ponce,Boutiques,"Ropa, Tienda",true,ChIJhd_gTr_VHIwRaUAJ063GLMc
In White Boutique,(787) 903-2476,"Mesetas de Chimpire, Isabela 00662, Puerto Rico",18.4717027,-67.0190732,Arenales Bajos,Boutiques,"Ropa, Tienda, Moda",true,ChIJ_yYKJOe_AowRxpwVezfs_o0
Windsor,(888) 495-4957,"2050 Ponce Bypass, Ponce, 00717, Puerto Rico",17.9928954,-66.6117335,Ponce,Boutiques,"Ropa, Accesorios, Calzado, Tienda",true,ChIJu36GR-PVHIwR6U1Bm-qBOYc
Sunday Vibes Boutique,(787) 599-9972,"comunidad catalana, 52 Carr 140, Barceloneta, 00617, Puerto Rico",18.4506684,-66.5400561,Barceloneta,Boutiques,"Ropa, Tienda, Moda",true,ChIJ7ahjI13nAowR4nMB-EjlM8A
YC Boutique|Jewelry,(787) 664-1690,"809 C. Muñoz Rivera, Peñuelas, 00624, Puerto Rico",18.0591444,-66.7227539,Peñuelas,Boutiques,"Ropa, Tienda, Accesorios, Moda",true,ChIJ1c7W-ADCpaERtNkNmiY7kvw
Hefziba Boutique,(787) 317-0244,"Paseo Fagot, 1496 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.0126248,-66.6008111,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJB5B2FePVHIwRCUxWRz4M8js
Fashion Fantasy by Aseel,(787) 812-0215,"#2421 Paseo Perla del Sur, Ponce, 00717, Puerto Rico",17.9963599,-66.6247008,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJt-VFqDArHYwRBGbk4zPPHp0
Vou Boutique,(787) 961-2444,"6W7X+VJM, PR-172, Caguas, 00727, Puerto Rico",18.2147037,-66.0509476,Caguas,Boutiques,"Ropa, Tienda, Moda",true,ChIJO_qA6itFA4wR5Hp_LYN8X2A
Pure Soul Boutique,(646) 706-2502,"258 C. de San Justo, San Juan, 00901, Puerto Rico",18.4644798,-66.1152104,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJb4LfGMduA4wRIF_GjJj9tls
Fashion Gallery Boutique,(939) 642-6380,"Av. Esmeralda #73-1, Guaynabo, 00969, Puerto Rico",18.371766,-66.1011663,Guaynabo,Boutiques,"Ropa, Tienda, Moda",true,ChIJm6oSefhpA4wRX-hUPpd5SJA
Lou Boutique,(787) 318-8888,"GP-12, Av. Roberto Sánchez Vilella local #1, Carolina, 00982, Puerto Rico",18.4128923,-65.9976149,Carolina,Boutiques,"Ropa, Tienda, Moda",true,ChIJi2JtcrppA4wR9774PfbRcgE
"Mi Coqui Souvenirs & Gift Shop, Ponce, Puerto Rico, USA.",(787) 841-0216,"9227 Marina, Ponce, 00730, Puerto Rico",18.0117807,-66.6134129,Ponce,Boutiques,Tienda,true,ChIJLe6BbInVHIwRlot7ZEtSFY0
Oh La La Boutique,(956) 382-0817,"9R8R+363, Luyando, Aguada 00602, Puerto Rico",18.3651311,-67.15944209999999,Luyando,Boutiques,"Ropa, Tienda, Moda",true,ChIJzZECFfO7AowRJ3R1HeDZIEg
Vitta Boutique,(939) 717-8474,"17 C. León, Ponce, 00730, Puerto Rico",18.01377,-66.613061,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJb4FdcgDVHIwRkgos0iXGgFQ
Utopia Souvenir Shop,(787) 709-4365,"6953 C. Isabel-Muñoz Rivera, Ponce, 00730, Puerto Rico",18.012508,-66.613891,Ponce,Boutiques,"Accesorios, Tienda",true,ChIJRQLt64jVHIwRUGgCiR909AY
Kinder Haus Boutique Ponce,(787) 843-4730,"1016 Cll Paseo Real, Ponce, 00716, Puerto Rico",18.0097921,-66.5959003,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJNVVVVSErA4wRPYBQ3No5D24
Sola Boutique Mayaguez Mall,(787) 652-1026,"Mayaguez Mall, 975 Av. Eugenio María de Hostos, Mayagüez, 00680, Puerto Rico",18.1560306,-67.1426523,Mayagüez,Boutiques,"Ropa, Tienda, Moda",true,ChIJOYgAUHGzAowRaxb3xMNC_Wo
Rocke Boutique,(787) 946-9897,"PR-838 C-6, Guaynabo, 00969, Puerto Rico",18.3674625,-66.0925433,Guaynabo,Boutiques,"Ropa, Tienda, Moda",true,ChIJN1HKpZVoA4wRJ2NazLxb3FQ
